2019-01-01,2,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-02,2,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-03,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-04,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-05,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-06,8,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-07,6,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-08,6,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-09,6,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-10,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-11,6,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-12,13,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-13,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-14,16,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-15,4,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-16,55,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-17,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-18,10,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-19,8,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-20,11,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-21,6,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-22,3,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-23,13,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-24,58,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-25,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-26,15,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-27,1,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-28,5,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-29,5,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-30,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-31,5,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-01,10,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-02,13,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-03,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-04,11,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-05,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-06,10,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-07,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-08,15,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-09,4,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-10,8,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-11,3,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-12,29,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-13,5,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-14,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-15,4,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-16,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-17,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-18,6,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-19,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-20,10,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-21,10,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-22,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-23,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-24,18,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-25,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-26,50,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-27,11,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-28,8,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-01,10,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-02,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-03,13,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-04,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-05,10,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-06,10,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-07,6,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-08,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-09,5,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-10,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-11,1,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-12,15,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-13,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-14,4,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-15,4,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-16,20,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-17,4,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-18,3,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-19,4,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-20,2,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-21,22,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-22,4,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-23,8,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-24,11,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-25,21,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-26,11,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-27,3,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-28,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-29,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-30,6,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-31,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-01,11,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-02,5,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-03,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-04,5,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-05,20,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-06,4,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-07,21,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-08,36,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-09,5,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-10,17,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-11,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-12,4,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-13,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-14,11,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-15,18,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-16,8,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-17,5,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-18,15,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-19,31,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-20,8,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-21,3,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-22,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-23,22,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-24,21,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-25,21,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-26,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-27,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-28,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-29,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-04-30,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-01,6,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-02,10,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-03,6,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-04,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-05,15,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-06,11,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-07,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-08,24,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-09,17,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-10,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-11,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-12,11,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-13,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-14,19,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-15,15,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-16,11,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-17,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-18,13,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-19,19,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-20,28,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-21,11,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-22,22,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-23,10,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-24,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-25,8,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-26,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-27,18,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-28,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-29,15,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-30,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-05-31,3,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-06-01,6,A23TNQB4GVF91M,ATVPDKIKX0DER
