2019-01-01,8,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-02,11,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-03,15,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-04,8,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-05,8,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-06,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-07,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-08,20,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-09,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-10,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-11,11,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-12,17,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-13,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-14,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-15,11,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-16,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-17,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-18,17,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-19,11,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-20,18,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-21,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-22,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-23,8,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-24,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-25,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-26,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-27,16,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-28,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-29,8,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-30,10,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-01-31,3,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-01,5,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-02,5,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-03,15,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-04,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-05,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-06,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-07,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-08,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-09,17,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-10,20,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-11,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-12,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-13,15,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-14,22,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-15,21,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-16,17,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-17,31,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-18,15,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-19,39,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-20,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-21,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-22,17,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-23,18,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-24,17,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-25,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-26,13,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-27,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-02-28,15,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-01,8,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-02,11,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-03,16,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-04,15,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-05,22,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-06,13,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-07,18,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-08,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-09,20,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-10,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-11,26,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-12,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-13,10,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-14,7,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-15,10,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-16,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-17,13,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-18,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-19,12,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-20,9,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-21,10,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-22,17,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-23,14,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-24,17,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-25,18,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-26,13,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-27,10,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-28,8,A23TNQB4GVF91M,ATVPDKIKX0DER
2019-03-29,11,A23TNQB4GVF91M,ATVPDKIKX0DER
